inv_trans_ck,inv_ck,char_ck,val
1582,31,1,-5
1583,50,1,-4
1584,22,1,-4
1585,8,1,0
1586,41,1,-3
1587,3,1,4
1588,25,1,3
1589,42,1,5
1590,53,1,5
1591,11,1,5
1592,9,1,-4
1593,8,1,2
1594,11,1,3
1595,59,1,3
1596,11,1,4
1597,43,1,5
1598,51,1,-3
1599,39,1,4
1600,33,1,-3
1601,29,1,2
1602,4,1,0
1603,59,1,-4
1604,11,1,1
1605,59,1,4
1606,52,1,4
1607,65,1,-3
1608,61,1,5
1609,40,1,-5
1610,45,1,0
1611,57,1,-5
1612,12,1,5
1613,5,1,-3
1614,8,1,1
1615,16,1,0
1616,23,1,-2
1617,23,1,-1
1618,6,1,-3
1619,6,1,2
1620,36,1,-5
1621,51,1,-5
1622,43,1,-3
1623,15,1,-2
1624,55,1,1
1625,33,1,1
1626,66,1,-2
1627,29,1,-5
1628,13,1,-4
1629,40,1,-1
1630,30,1,2
1631,39,1,-5
1632,65,1,0
1633,25,1,-5
1634,4,1,1
1635,9,1,-4
1636,26,1,1
1637,66,1,4
1638,56,1,-4
1639,9,1,-2
1640,48,1,0
1641,12,1,5
1642,26,1,2
1643,19,1,-4
1644,25,1,-1
1645,56,1,0
1646,2,1,-5
1647,29,1,3
1648,29,1,-1
1649,64,1,0
1650,51,1,3
1651,31,1,4
1652,31,1,3
1653,30,1,4
1654,17,1,1
1655,11,1,2
1656,33,1,-2
1657,45,1,2
1658,42,1,0
1659,8,1,-3
1660,64,1,-1
1661,37,1,-2
1662,52,1,4
1663,37,1,2
1664,53,1,-2
1665,8,1,-5
1666,25,1,0
1667,58,1,-4
1668,23,1,1
1669,19,1,5
1670,8,1,-1
1671,45,1,3
1672,28,1,5
1673,29,1,1
1674,17,1,-5
1675,56,1,5
1676,14,1,2
1677,9,1,-3
1678,31,1,3
1679,57,1,2
1680,19,1,4
1681,4,1,5
1682,62,1,-5
1683,18,1,5
1684,41,1,-4
1685,48,1,-5
1686,4,1,-3
1687,19,1,-4
1688,39,1,5
1689,66,1,0
1690,20,1,2
1691,6,1,2
1692,24,1,-2
1693,34,1,-5
1694,30,1,-5
1695,9,1,-4
1696,53,1,-1
1697,41,1,-2
1698,39,1,4
1699,6,1,1
1700,21,1,1
1701,60,1,3
1702,62,1,1
1703,15,1,-5
1704,45,1,0
1705,40,1,0
1706,64,1,-2
1707,44,1,-1
1708,31,1,-5
1709,9,1,-3
1710,37,1,-5
1711,7,1,3
1712,7,1,2
1713,2,1,4
1714,28,1,5
1715,52,1,-1
1716,50,1,2
1717,21,1,4
1718,54,1,4
1719,2,1,1
1720,48,1,-4
1721,10,1,-4
1722,16,1,0
1723,57,1,0
1724,27,1,-4
1725,7,1,-4
1726,13,1,4
1727,16,1,-3
1728,4,1,3
1729,35,1,-4
1730,61,1,2
1731,5,1,-4
1732,27,1,3
1733,66,1,-5
1734,37,1,5
1735,28,1,-2
1736,27,1,-4
1737,25,1,-3
1738,46,1,-5
1739,63,1,3
1740,63,1,1
1741,39,1,5
1742,50,1,-3
1743,57,1,-3
1744,52,1,4
1745,27,1,-1
1746,31,1,-5
1747,27,1,3
1748,58,1,1
1749,60,1,3
1750,27,1,1
1751,56,1,4
1752,37,1,2
1753,50,1,4
1754,26,1,5
1755,48,1,4
1756,66,1,-1
1757,58,1,0
1758,43,1,-2
1759,1,1,-1
1760,60,1,-1
1761,48,1,3
1762,15,1,-1
1763,12,1,2
1764,20,1,-1
1765,30,1,-4
1766,36,1,-2
1767,37,1,-1
1768,34,1,-1
1769,31,1,-1
1770,37,1,5
1771,11,1,-3
1772,64,1,-3
1773,58,1,-5
1774,62,1,3
1775,28,1,3
1776,46,1,-3
1777,52,1,2
1778,7,1,5
1779,15,1,-1
1780,47,1,0
1781,64,1,-3
1782,35,1,1
1783,52,1,-3
1784,60,1,-2
1785,28,1,-1
1786,26,1,-4
1787,48,1,2
1788,34,1,2
1789,30,1,3
1790,23,1,2
1791,66,1,0
1792,43,1,-2
1793,51,1,4
1794,4,1,4
1795,22,1,2
1796,55,1,-4
1797,15,1,0
1798,44,1,3
1799,23,1,-4
1800,19,1,-5
1801,44,1,-3
1802,42,1,-5
1803,46,1,5
1804,15,1,-4
1805,41,1,0
1806,2,1,4
1807,47,1,-4
1808,21,1,-1
1809,61,1,-3
1810,39,1,-4
1811,59,1,1
1812,31,1,4
1813,34,1,2
1814,44,1,0
1815,24,1,-1
1816,6,1,-3
1817,65,1,-3
1818,36,1,-4
1819,42,1,0
1820,26,1,-1
1821,38,1,1
1822,27,1,-1
1823,51,1,0
1824,14,1,-3
1825,17,1,4
1826,17,1,0
1827,32,1,-2
1828,49,1,5
1829,65,1,1
1830,23,1,4
1831,64,1,-5
1832,63,1,4
1833,64,1,-2
1834,4,1,5
1835,63,1,2
1836,34,1,0
1837,4,1,-3
1838,38,1,5
1839,23,1,3
1840,57,1,-5
1841,36,1,-1
1842,8,1,-1
1843,60,1,-2
1844,11,1,-5
1845,43,1,-1
1846,60,1,3
1847,37,1,3
1848,44,1,-2
1849,44,1,4
1850,50,1,3
1851,51,1,4
1852,23,1,2
1853,29,1,4
1854,6,1,3
1855,49,1,1
1856,55,1,-1
1857,15,1,0
1858,25,1,3
1859,48,1,3
1860,62,1,2
1861,35,1,-2
1862,56,1,-2
1863,31,1,-4
1864,40,1,1
1865,43,1,4
1866,38,1,5
1867,50,1,0
1868,33,1,2
1869,58,1,4
1870,17,1,4
1871,15,1,4
1872,44,1,-1
1873,25,1,1
1874,46,1,4
1875,23,1,3
1876,20,1,1
1877,46,1,-5
1878,54,1,-3
1879,53,1,5
1880,24,1,5
1881,27,1,4
1882,2,1,-3
1883,56,1,-1
1884,12,1,-3
1885,17,1,4
1886,42,1,5
1887,50,1,0
1888,28,1,-2
1889,47,1,4
1890,20,1,-5
1891,49,1,-1
1892,66,1,2
1893,23,1,-2
1894,54,1,-2
1895,27,1,1
1896,35,1,-3
1897,50,1,0
1898,40,1,0
1899,13,1,4
1900,20,1,-3
1901,5,1,5
1902,2,1,1
1903,7,1,3
1904,25,1,-3
1905,1,1,0
1906,3,1,-5
1907,2,1,3
1908,1,1,-3
1909,1,1,-1
1910,64,1,-1
1911,28,1,-4
1912,5,1,-1
1913,51,1,-3
1914,35,1,-2
1915,52,1,-1
1916,45,1,-3
1917,36,1,-2
1918,1,1,-5
1919,31,1,3
1920,47,1,0
1921,20,1,1
1922,29,1,2
1923,60,1,0
1924,64,1,-1
1925,66,1,-5
1926,47,1,3
1927,65,1,1
1928,57,1,3
1929,22,1,3
1930,48,1,2
1931,58,1,4
1932,20,1,4
1933,7,1,3
1934,63,1,-1
1935,2,1,0
1936,17,1,-3
1937,32,1,3
1938,65,1,3
1939,60,1,1
1940,14,1,0
1941,23,1,3
1942,46,1,3
1943,11,1,0
1944,52,1,4
1945,53,1,3
1946,7,1,0
1947,53,1,-3
1948,35,1,3
1949,27,1,5
1950,65,1,1
1951,57,1,-3
1952,58,1,2
1953,36,1,0
1954,54,1,5
1955,55,1,-5
1956,19,1,-2
1957,51,1,-4
1958,60,1,1
1959,48,1,-5
1960,41,1,-1
1961,53,1,-2
1962,47,1,4
1963,18,1,-4
1964,63,1,5
1965,29,1,-2
1966,4,1,-1
1967,65,1,0
1968,31,1,-1
1969,37,1,-2
1970,65,1,2
1971,40,1,4
1972,40,1,-1
1973,55,1,2
1974,52,1,0
1975,16,1,-5
1976,36,1,4
1977,22,1,4
1978,3,1,2
1979,32,1,5
1980,55,1,4
1981,36,1,-4
1982,4,1,4
1983,25,1,-4
1984,31,1,1
1985,58,1,-2
1986,26,1,3
1987,30,1,4
1988,16,1,-2
1989,6,1,-5
1990,60,1,0
1991,2,1,0
1992,41,1,-2
1993,7,1,5
1994,9,1,-3
1995,4,1,-3
1996,19,1,2
1997,42,1,-1
1998,64,1,-5
1999,6,1,4
2000,23,1,4
2001,52,1,-4
2002,17,1,-1
2003,8,1,5
2004,46,1,-1
2005,7,1,4
2006,57,1,-4
2007,15,1,0
2008,7,1,-5
2009,41,1,-4
2010,48,1,0
2011,22,1,-1
2012,62,1,4
2013,4,1,3
2014,20,1,-5
2015,37,1,0
2016,41,1,5
2017,55,1,3
2018,34,1,-3
2019,6,1,-1
2020,45,1,4
2021,36,1,-4
2022,46,1,5
2023,37,1,5
2024,28,1,-1
2025,41,1,3
2026,23,1,5
2027,31,1,-1
2028,59,1,5
2029,61,1,-1
2030,48,1,0
2031,33,1,-3
2032,30,1,5
2033,13,1,4
2034,50,1,1
2035,37,1,-3
2036,22,1,-2
2037,16,1,5
2038,22,1,-2
2039,23,1,-1
2040,59,1,-3
2041,40,1,-5
2042,6,1,-2
2043,30,1,-5
2044,6,1,-4
2045,3,1,-4
2046,22,1,-4
2047,20,1,4
2048,37,1,-3
2049,31,1,-2
2050,34,1,2
2051,37,1,1
2052,12,1,-2
2053,50,1,5
2054,14,1,-1
2055,45,1,-4
2056,35,1,3
2057,27,1,-5
2058,49,1,2
2059,20,1,0
2060,64,1,-1
2061,12,1,1
2062,20,1,1
2063,18,1,2
2064,40,1,2
2065,48,1,-4
2066,34,1,-5
2067,29,1,5
2068,40,1,0
2069,44,1,-2
2070,53,1,5
2071,8,1,4
2072,43,1,-4
2073,18,1,4
2074,49,1,2
2075,27,1,-3
2076,33,1,2
2077,14,1,1
2078,32,1,-3
2079,22,1,-1
2080,42,1,2
2081,12,1,3
2082,32,1,4
2083,41,1,-4
2084,17,1,1
2085,44,1,-2
2086,12,1,3
2087,50,1,3
2088,24,1,-5
2089,43,1,2
2090,13,1,5
2091,8,1,4
2092,22,1,2
2093,23,1,3
2094,23,1,-1
2095,42,1,0
2096,28,1,-4
2097,17,1,3
2098,42,1,1
2099,38,1,5
2100,53,1,-3
2101,19,1,-3
2102,61,1,2
2103,31,1,-4
2104,27,1,3
2105,22,1,2
2106,6,1,3
2107,13,1,4
2108,3,1,1
2109,17,1,5
2110,28,1,-1
2111,15,1,4
2112,39,1,-1
2113,7,1,3
2114,38,1,0
2115,39,1,4
2116,42,1,5
2117,21,1,5
2118,1,1,-5
2119,35,1,4
2120,8,1,-4
2121,11,1,5
2122,1,1,3
2123,30,1,5
2124,53,1,-4
2125,25,1,-1
2126,23,1,-4
2127,26,1,4
2128,66,1,0
2129,32,1,-1
2130,55,1,4
2131,9,1,0
2132,57,1,2
2133,31,1,-4
2134,10,1,2
2135,43,1,-3
2136,44,1,-1
2137,51,1,-5
2138,12,1,-2
2139,3,1,-4
2140,52,1,5
2141,52,1,-1
2142,36,1,-5
2143,8,1,2
2144,45,1,5
2145,35,1,-1
2146,52,1,4
2147,6,1,1
2148,6,1,-2
2149,65,1,1
2150,36,1,-3
2151,5,1,5
2152,58,1,2
2153,26,1,-5
2154,20,1,0
2155,61,1,1
2156,7,1,-2
2157,42,1,3
2158,14,1,4
2159,15,1,-4
2160,12,1,-5
2161,58,1,5
2162,64,1,2
2163,57,1,5
2164,45,1,3
2165,44,1,-1
2166,60,1,2
2167,13,1,-2
2168,41,1,-4
2169,1,1,5
2170,62,1,-1
2171,9,1,0
2172,64,1,-4
2173,57,1,-3
2174,57,1,0
2175,23,1,5
2176,1,1,1
2177,58,1,0
2178,33,1,-5
2179,41,1,4
2180,58,1,-1
2181,18,1,1
2182,23,1,2
2183,46,1,-2
2184,60,1,4
2185,62,1,-5
2186,13,1,1
2187,12,1,-5
2188,29,1,-3
2189,35,1,4
2190,49,1,1
2191,58,1,1
2192,4,1,5
2193,31,1,1
2194,35,1,4
2195,9,1,-5
2196,17,1,3
2197,35,1,0
2198,58,1,-2
2199,10,1,-3
2200,8,1,1
2201,41,1,1
2202,29,1,5
2203,55,1,-1
2204,46,1,5
2205,19,1,4
2206,4,1,-5
2207,58,1,-2
2208,62,1,-1
2209,32,1,5
2210,42,1,5
2211,48,1,3
2212,50,1,-4
2213,8,1,0
2214,8,1,-1
2215,60,1,-4
2216,35,1,-2
2217,17,1,3
2218,45,1,1
2219,59,1,3
2220,32,1,1
2221,46,1,4
2222,3,1,-3
2223,28,1,1
2224,50,1,5
2225,48,1,4
2226,18,1,-4
2227,19,1,-2
2228,7,1,-3
2229,13,1,3
2230,61,1,3
2231,58,1,3
2232,12,1,-2
2233,58,1,-2
2234,42,1,4
2235,64,1,-4
2236,20,1,-5
2237,27,1,5
2238,48,1,-1
2239,48,1,-4
2240,20,1,0
2241,37,1,1
2242,22,1,5
2243,49,1,-3
2244,32,1,-1
2245,47,1,5
2246,33,1,-5
2247,44,1,-1
2248,1,1,2
2249,7,1,5
2250,64,1,-2
2251,53,1,4
2252,19,1,-3
2253,8,1,4
2254,27,1,-1
2255,44,1,-5
2256,35,1,1
2257,49,1,2
2258,58,1,4
2259,49,1,-3
2260,56,1,4
2261,22,1,-2
2262,27,1,-5
2263,20,1,-5
2264,61,1,-4
2265,29,1,-3
2266,34,1,-1
2267,50,1,-5
2268,33,1,-1
2269,49,1,5
2270,5,1,4
2271,48,1,-1
2272,29,1,-1
2273,18,1,-1
2274,42,1,1
2275,31,1,-1
2276,20,1,-4
2277,52,1,-4
2278,2,1,0
2279,44,1,0
2280,2,1,-3
2281,50,1,-2
2282,42,1,2
2283,26,1,-1
2284,14,1,-2
2285,29,1,-3
2286,40,1,-2
2287,36,1,4
2288,15,1,1
2289,1,1,3
2290,61,1,4
2291,2,1,-1
2292,24,1,5
2293,52,1,3
2294,28,1,-1
2295,34,1,2
2296,33,1,-1
2297,45,1,-1
2298,34,1,-1
2299,38,1,-2
2300,8,1,-1
2301,33,1,5
2302,42,1,-1
2303,51,1,2
2304,23,1,0
2305,54,1,4
2306,16,1,3
2307,28,1,1
2308,14,1,-2
2309,45,1,2
2310,17,1,0
2311,23,1,2
2312,56,1,3
2313,22,1,3
2314,49,1,0
2315,51,1,3
2316,42,1,0
2317,58,1,0
2318,33,1,-2
2319,9,1,-2
2320,48,1,-3
2321,18,1,4
2322,42,1,-5
2323,10,1,-3
2324,24,1,-5
2325,42,1,0
2326,36,1,-3
2327,6,1,1
2328,20,1,3
2329,47,1,-3
2330,49,1,3
2331,19,1,4
2332,52,1,-2
2333,17,1,4
2334,57,1,2
2335,15,1,-1
2336,18,1,-2
2337,39,1,3
2338,37,1,-4
2339,16,1,-5
2340,24,1,-4
2341,32,1,0
2342,42,1,0
2343,35,1,1
2344,35,1,0
2345,4,1,-3
2346,35,1,2
2347,49,1,-1
2348,60,1,2
2349,54,1,-1
2350,45,1,3
2351,40,1,0
2352,6,1,5
2353,22,1,-2
2354,63,1,-4
2355,26,1,4
2356,53,1,-1
2357,33,1,0
2358,39,1,3
2359,50,1,-1
2360,37,1,1
2361,56,1,5
2362,52,1,0
2363,61,1,3
2364,33,1,4
2365,15,1,-5
2366,32,1,5
2367,20,1,-4
2368,14,1,-5
2369,64,1,-2
2370,34,1,-3
2371,3,1,0
2372,1,1,-5
2373,58,1,0
2374,44,1,3
2375,8,1,1
2376,63,1,-2
2377,21,1,-4
2378,20,1,4
2379,31,1,-1
2380,24,1,2
2381,41,1,-4
2382,63,1,-2
2383,55,1,4
2384,14,1,-4
2385,37,1,-5
2386,8,1,-5
2387,9,1,-4
2388,51,1,-1
2389,33,1,-1
2390,27,1,-3
2391,49,1,2
2392,35,1,-4
2393,31,1,4
2394,4,1,-1
2395,36,1,5
2396,24,1,0
2397,66,1,-4
2398,12,1,4
2399,38,1,1
2400,55,1,-5
2401,9,1,0
2402,14,1,-2
2403,6,1,2
2404,42,1,3
2405,4,1,-1
2406,59,1,2
2407,37,1,-5
2408,25,1,1
2409,61,1,-2
2410,46,1,-3
2411,59,1,-1
2412,39,1,5
2413,4,1,2
2414,36,1,3
2415,12,1,-5
2416,36,1,-1
2417,50,1,1
2418,50,1,4
2419,59,1,-1
2420,56,1,3
2421,44,1,5
2422,41,1,-4
2423,9,1,3
2424,46,1,4
2425,49,1,-2
2426,2,1,-2
2427,42,1,1
2428,37,1,5
2429,42,1,0
2430,4,1,-4
2431,8,1,-2
2432,5,1,-1
2433,25,1,0
2434,22,1,1
2435,59,1,-2
2436,4,1,2
2437,45,1,5
2438,7,1,-4
2439,60,1,-4
2440,3,1,5
2441,56,1,-3
2442,41,1,4
2443,46,1,1
2444,2,1,-3
2445,65,1,-4
2446,26,1,0
2447,52,1,1
2448,57,1,4
2449,58,1,-4
2450,58,1,4
2451,33,1,-5
2452,58,1,2
2453,50,1,-2
2454,30,1,-4
2455,63,1,1
2456,24,1,0
2457,35,1,4
2458,62,1,4
2459,56,1,4
2460,33,1,2
2461,20,1,-2
2462,5,1,-3
2463,52,1,4
2464,54,1,1
2465,64,1,2
2466,26,1,0
2467,33,1,5
2468,45,1,0
2469,55,1,2
2470,62,1,-1
2471,18,1,-5
2472,51,1,2
2473,51,1,1
2474,60,1,-3
2475,62,1,-3
2476,15,1,1
2477,17,1,1
2478,29,1,1
2479,49,1,3
2480,50,1,4
2481,12,1,1
2482,21,1,3
2483,62,1,5
2484,48,1,0
2485,19,1,2
2486,35,1,-1
2487,47,1,3
2488,59,1,3
2489,32,1,-1
2490,38,1,-4
2491,48,1,-4
2492,17,1,-5
2493,66,1,3
2494,14,1,-2
2495,55,1,-4
2496,24,1,0
2497,14,1,-3
2498,48,1,1
2499,53,1,5
2500,2,1,-2
2501,40,1,0
2502,22,1,-5
2503,52,1,2
2504,25,1,-1
2505,5,1,-3
2506,42,1,4
2507,56,1,0
2508,12,1,-1
2509,40,1,-4
2510,50,1,-1
2511,30,1,-3
2512,6,1,4
2513,11,1,2
2514,22,1,3
2515,10,1,1
2516,59,1,4
2517,63,1,5
2518,12,1,-5
2519,18,1,3
2520,64,1,5
2521,66,1,3
2522,11,1,-1
2523,15,1,-4
2524,55,1,-5
2525,29,1,3
2526,35,1,1
2527,23,1,-1
2528,12,1,0
2529,18,1,4
2530,20,1,-5
2531,3,1,2
2532,17,1,5
2533,44,1,5
2534,48,1,-1
2535,14,1,-4
2536,3,1,-1
2537,44,1,-4
2538,18,1,2
2539,12,1,-4
2540,7,1,-4
2541,50,1,0
2542,59,1,4
2543,7,1,5
2544,46,1,1
2545,7,1,5
2546,22,1,-3
2547,57,1,4
2548,9,1,1
2549,25,1,0
2550,19,1,-3
2551,20,1,1
2552,58,1,2
2553,25,1,2
2554,65,1,3
2555,41,1,1
2556,55,1,-3
2557,15,1,-4
2558,13,1,5
2559,46,1,3
2560,27,1,-3
2561,66,1,5
2562,15,1,-4
2563,38,1,4
2564,14,1,2
2565,26,1,2
2566,62,1,1
2567,3,1,4
2568,24,1,-1
2569,46,1,4
2570,16,1,-3
2571,44,1,-3
2572,64,1,-2
2573,45,1,5
2574,35,1,-2
2575,8,1,1
2576,60,1,1
2577,21,1,4
2578,46,1,0
2579,4,1,2
2580,35,1,-5
2581,37,1,5
2582,14,1,1
2583,31,1,1
2584,23,1,3
2585,20,1,1
2586,47,1,4
2587,52,1,-2
2588,60,1,-5
2589,62,1,4
2590,37,1,-5
2591,48,1,-5
2592,3,1,-2
2593,15,1,-2
2594,11,1,-3
2595,40,1,-4
2596,28,1,-5
2597,55,1,4
2598,49,1,-2
2599,1,1,5
2600,53,1,0
2601,17,1,3
2602,13,1,4
2603,38,1,2
2604,58,1,4
2605,2,1,4
2606,42,1,1
2607,57,1,-2
2608,40,1,-2
2609,17,1,0
2610,19,1,2
2611,43,1,-1
2612,17,1,5
2613,2,1,-1
2614,49,1,4
2615,20,1,-1
2616,18,1,-3
2617,57,1,5
2618,3,1,-3
2619,5,1,0
2620,23,1,-1
2621,64,1,5
2622,48,1,-2
2623,47,1,0
2624,2,1,1
2625,47,1,-4
2626,24,1,4
2627,15,1,-2
2628,43,1,3
2629,19,1,-3
2630,62,1,5
2631,43,1,-4
2632,18,1,-2
2633,64,1,5
2634,65,1,2
2635,13,1,3
2636,53,1,3
2637,1,1,0
2638,53,1,0
2639,37,1,3
2640,11,1,-3
2641,41,1,0
2642,66,1,-4
2643,23,1,2
2644,45,1,0
2645,55,1,-2
2646,60,1,-5
2647,1,1,4
2648,65,1,-4
2649,1,1,-4
2650,38,1,-4
2651,43,1,4
2652,12,1,2
2653,46,1,-4
2654,56,1,0
2655,36,1,5
2656,4,1,-1
2657,26,1,-3
2658,8,1,1
2659,25,1,5
2660,3,1,-3
2661,55,1,4
2662,60,1,-2
2663,62,1,-2
2664,47,1,2
2665,34,1,-4
2666,35,1,0
2667,21,1,-3
2668,24,1,-5
2669,38,1,5
2670,38,1,-2
2671,25,1,5
2672,51,1,-3
2673,64,1,0
2674,11,1,-4
2675,38,1,0
2676,13,1,-5
2677,44,1,2
2678,55,1,1
2679,13,1,-4
2680,13,1,-4
2681,13,1,-4
2682,5,1,5
2683,57,1,2
2684,2,1,2
2685,2,1,-4
2686,53,1,-5
2687,29,1,-2
2688,48,1,-5
2689,29,1,4
2690,4,1,4
2691,39,1,3
2692,14,1,1
2693,50,1,1
2694,52,1,-1
2695,23,1,-3
2696,12,1,-5
2697,20,1,1
2698,27,1,-5
2699,5,1,-4
2700,43,1,2
2701,14,1,-1
2702,35,1,5
2703,16,1,-2
2704,11,1,-1
2705,59,1,-4
2706,16,1,-4
2707,6,1,-5
2708,19,1,1
2709,22,1,0
2710,3,1,0
2711,2,1,-2
2712,11,1,-2
2713,15,1,1
2714,2,1,4
2715,1,1,0
2716,17,1,0
2717,37,1,-5
2718,23,1,5
2719,18,1,3
2720,57,1,-2
2721,41,1,5
2722,26,1,-4
2723,61,1,2
2724,20,1,5
2725,30,1,-5
2726,6,1,-5
2727,48,1,0
2728,11,1,-4
2729,40,1,5
2730,1,1,0
2731,2,1,0
2732,60,1,2
2733,48,1,2
2734,64,1,1
2735,35,1,3
2736,53,1,-2
2737,22,1,-4
2738,20,1,3
2739,53,1,4
2740,59,1,-1
2741,39,1,-4
2742,25,1,-3
2743,63,1,3
2744,1,1,-1
2745,19,1,-4
2746,2,1,-1
2747,5,1,3
2748,13,1,-5
2749,19,1,-4
2750,51,1,0
2751,26,1,0
2752,13,1,-5
2753,63,1,-3
2754,15,1,-4
2755,1,1,1
2756,53,1,3
2757,60,1,5
2758,49,1,0
2759,9,1,5
2760,13,1,2
2761,3,1,1
2762,17,1,-5
2763,57,1,3
2764,8,1,-1
2765,34,1,1
2766,64,1,-3
2767,39,1,-2
2768,36,1,-4
2769,42,1,-5
2770,4,1,-4
2771,8,1,4
2772,64,1,-3
2773,38,1,5
2774,9,1,3
2775,35,1,2
2776,59,1,2
2777,62,1,-4
2778,48,1,-4
2779,50,1,-5
2780,14,1,-2
2781,46,1,0
2782,6,1,-5
2783,40,1,3
2784,4,1,5
2785,22,1,0
2786,12,1,3
2787,36,1,-3
2788,41,1,-5
2789,21,1,4
2790,37,1,-5
2791,57,1,-5
2792,7,1,0
2793,15,1,1
2794,11,1,-4
2795,38,1,-2
2796,11,1,-3
2797,43,1,-2
2798,21,1,5
2799,43,1,4
2800,54,1,1
2801,4,1,-3
2802,64,1,2
2803,11,1,1
2804,31,1,4
2805,44,1,5
2806,17,1,4
2807,40,1,3
2808,30,1,-3
2809,32,1,0
2810,30,1,4
2811,60,1,-3
2812,44,1,0
2813,37,1,4
2814,61,1,2
2815,48,1,3
2816,45,1,4
2817,35,1,-1
2818,34,1,5
2819,2,1,-4
2820,3,1,4
2821,29,1,-2
2822,45,1,3
2823,40,1,-2
2824,64,1,0
2825,29,1,2
2826,13,1,-1
2827,5,1,-2
2828,16,1,1
2829,35,1,1
2830,7,1,-4
2831,13,1,-1
2832,45,1,-4
2833,43,1,-3
2834,24,1,-3
2835,59,1,4
2836,36,1,2
2837,54,1,2
2838,9,1,2
2839,66,1,2
2840,65,1,-3
2841,6,1,-1
2842,60,1,0
2843,19,1,3
2844,25,1,1
2845,10,1,-4
2846,51,1,-4
2847,6,1,1
2848,51,1,2
2849,66,1,0
2850,52,1,-1
2851,35,1,4
2852,36,1,3
2853,36,1,1
2854,33,1,1
2855,6,1,3
2856,21,1,1
2857,65,1,2
2858,45,1,-4
2859,8,1,4
2860,53,1,-1
2861,56,1,0
2862,31,1,3
2863,20,1,5
2864,57,1,-4
2865,62,1,2
2866,16,1,-4
2867,19,1,4
2868,43,1,-3
2869,37,1,-3
2870,58,1,0
2871,55,1,3
2872,66,1,4
2873,59,1,1
2874,14,1,5
2875,65,1,0
2876,19,1,-5
2877,19,1,3
2878,34,1,5
2879,7,1,2
2880,2,1,4
2881,41,1,2
2882,45,1,2
2883,40,1,-5
2884,56,1,-3
2885,13,1,-3
2886,39,1,1
2887,32,1,-1
2888,30,1,4
2889,46,1,-1
2890,62,1,-4
2891,56,1,-2
2892,18,1,-5
2893,9,1,5
2894,48,1,3
2895,28,1,-5
2896,41,1,5
2897,17,1,3
2898,8,1,-5
2899,5,1,-5
2900,16,1,2
2901,1,1,3
2902,16,1,2
2903,40,1,-5
2904,60,1,2
2905,2,1,-1
2906,19,1,-2
2907,12,1,5
2908,48,1,-5
2909,12,1,-1
2910,19,1,-1
2911,56,1,-1
2912,23,1,0
2913,38,1,2
2914,8,1,5
2915,66,1,4
2916,50,1,-5
2917,17,1,-1
2918,6,1,-1
2919,15,1,-5
2920,65,1,4
2921,9,1,-5
2922,31,1,1
2923,11,1,-3
2924,25,1,3
2925,38,1,5
2926,63,1,-4
2927,51,1,-5
2928,7,1,3
2929,50,1,4
2930,53,1,3
2931,59,1,1
2932,24,1,-1
2933,20,1,0
2934,27,1,-3
2935,52,1,3
2936,40,1,1
2937,37,1,4
2938,3,1,1
2939,21,1,-1
2940,17,1,-3
2941,2,1,5
2942,24,1,5
2943,33,1,-4
2944,53,1,5
2945,16,1,-5
2946,2,1,-4
2947,45,1,2
2948,58,1,0
2949,36,1,5
2950,47,1,-3
2951,28,1,-3
2952,60,1,-2
2953,65,1,-3
2954,48,1,0
2955,4,1,3
2956,52,1,4
2957,62,1,-3
2958,1,1,5
2959,44,1,5
2960,24,1,-2
2961,54,1,3
2962,47,1,-1
2963,24,1,2
2964,13,1,4
2965,62,1,3
2966,51,1,-3
2967,64,1,4
2968,2,1,-2
2969,7,1,-1
2970,3,1,-4
2971,17,1,-2
2972,25,1,-4
2973,60,1,5
2974,11,1,1
2975,26,1,2
2976,59,1,0
2977,27,1,5
2978,17,1,-2
2979,13,1,-2
2980,61,1,5
2981,59,1,-3
2982,26,1,4
2983,1,1,1
2984,20,1,3
2985,60,1,0
2986,46,1,-4
2987,28,1,4
2988,2,1,-5
2989,38,1,0
2990,5,1,2
2991,27,1,3
2992,29,1,2
2993,51,1,4
2994,7,1,-2
2995,26,1,0
2996,6,1,3
2997,17,1,4
2998,41,1,0
2999,36,1,4
3000,65,1,4
3001,20,1,3
3002,7,1,-1
3003,12,1,5
3004,5,1,-3
3005,43,1,-1
3006,38,1,-4
3007,5,1,4
3008,23,1,0
3009,41,1,-5
3010,15,1,4
3011,13,1,4
3012,20,1,5
3013,1,1,5
3014,10,1,3
3015,40,1,4
3016,19,1,4
3017,28,1,-4
3018,12,1,3
3019,46,1,3
3020,40,1,-5
3021,29,1,4
3022,14,1,2
3023,62,1,0
3024,55,1,-5
3025,15,1,2
3026,19,1,-5
3027,13,1,1
3028,52,1,1
3029,14,1,5
3030,23,1,2
3031,7,1,-4
3032,1,1,5
3033,32,1,-2
3034,51,1,3
3035,38,1,-4
3036,36,1,-1
3037,55,1,4
3038,56,1,-4
3039,58,1,3
3040,40,1,-1
3041,49,1,2
3042,8,1,-1
3043,24,1,-3
3044,29,1,5
3045,60,1,4
3046,31,1,-2
3047,65,1,-1
3048,66,1,4
3049,32,1,4
3050,43,1,0
3051,12,1,1
3052,19,1,5
3053,47,1,-5
3054,42,1,4
3055,57,1,5
3056,46,1,4
3057,8,1,4
3058,59,1,4
3059,2,1,1
3060,57,1,3
3061,5,1,-1
3062,62,1,1
